LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Sentiment Analysis
CN1323900000000,13,239,"Quitman County, GA",2016,801     ,742     ,59     ,0.04
CN1324100000000,13,241,"Rabun County, GA",2016,"6,669     ","6,275     ",394     ,0.091
CN1324300000000,13,243,"Randolph County, GA",2016,"2,472     ","2,262     ",210     ,0.741
CN1324500000000,13,245,"Richmond County, GA",2016,"85,856     ","80,116     ","5,740     ",0.362
CN1324700000000,13,247,"Rockdale County, GA",2016,"43,537     ","41,038     ","2,499     ",0.011
CN1324900000000,13,249,"Schley County, GA",2016,"2,100     ","1,965     ",135     ,0.829
CN1325100000000,13,251,"Screven County, GA",2016,"5,245     ","4,846     ",399     ,0.517
CN1325300000000,13,253,"Seminole County, GA",2016,"3,126     ","2,879     ",247     ,0.751
CN1325500000000,13,255,"Spalding County, GA",2016,"27,810     ","25,908     ","1,902     ",0.566
CN1325700000000,13,257,"Stephens County, GA",2016,"11,110     ","10,456     ",654     ,0.417
CN1325900000000,13,259,"Stewart County, GA",2016,"2,142     ","2,000     ",142     ,0.396
CN1326100000000,13,261,"Sumter County, GA",2016,"12,730     ","11,749     ",981     ,0.641
CN1326300000000,13,263,"Talbot County, GA",2016,"2,756     ","2,570     ",186     ,0.041
CN1326500000000,13,265,"Taliaferro County, GA",2016,599     ,560     ,39     ,0.203
CN1326700000000,13,267,"Tattnall County, GA",2016,"9,374     ","8,869     ",505     ,0.486
CN1326900000000,13,269,"Taylor County, GA",2016,"3,523     ","3,270     ",253     ,0.05
CN1327100000000,13,271,"Telfair County, GA",2016,"4,765     ","4,355     ",410     ,0.262
CN1327300000000,13,273,"Terrell County, GA",2016,"3,675     ","3,434     ",241     ,0.723
CN1327500000000,13,275,"Thomas County, GA",2016,"17,257     ","16,154     ","1,103     ",0.148
CN1327700000000,13,277,"Tift County, GA",2016,"18,464     ","17,448     ","1,016     ",0.276
CN1327900000000,13,279,"Toombs County, GA",2016,"11,738     ","10,817     ",921     ,0.408
CN1328100000000,13,281,"Towns County, GA",2016,"4,142     ","3,864     ",278     ,0.809
CN1328300000000,13,283,"Treutlen County, GA",2016,"2,742     ","2,528     ",214     ,0.281
CN1328500000000,13,285,"Troup County, GA",2016,"36,588     ","34,710     ","1,878     ",0.157
CN1328700000000,13,287,"Turner County, GA",2016,"3,232     ","3,018     ",214     ,0.047
CN1328900000000,13,289,"Twiggs County, GA",2016,"3,013     ","2,752     ",261     ,0.039
CN1329100000000,13,291,"Union County, GA",2016,"10,333     ","9,844     ",489     ,0.712
CN1329300000000,13,293,"Upson County, GA",2016,"11,175     ","10,454     ",721     ,0.133
CN1329500000000,13,295,"Walker County, GA",2016,"30,209     ","28,525     ","1,684     ",0.619
CN1329700000000,13,297,"Walton County, GA",2016,"43,061     ","40,957     ","2,104     ",0.78
CN1329900000000,13,299,"Ware County, GA",2016,"15,034     ","14,205     ",829     ,0.271
CN1330100000000,13,301,"Warren County, GA",2016,"2,701     ","2,513     ",188     ,0.7
CN1330300000000,13,303,"Washington County, GA",2016,"7,203     ","6,740     ",463     ,0.91
CN1330500000000,13,305,"Wayne County, GA",2016,"11,469     ","10,703     ",766     ,0.837
CN1330700000000,13,307,"Webster County, GA",2016,963     ,878     ,85     ,0.139
CN1330900000000,13,309,"Wheeler County, GA",2016,"1,718     ","1,562     ",156     ,0.044
CN1331100000000,13,311,"White County, GA",2016,"14,467     ","13,801     ",666     ,0.481
CN1331300000000,13,313,"Whitfield County, GA",2016,"46,293     ","43,552     ","2,741     ",0.18
CN1331500000000,13,315,"Wilcox County, GA",2016,"2,840     ","2,640     ",200     ,0.277
CN1331700000000,13,317,"Wilkes County, GA",2016,"3,954     ","3,706     ",248     ,0.727
CN1331900000000,13,319,"Wilkinson County, GA",2016,"3,674     ","3,443     ",231     ,0.413
CN1332100000000,13,321,"Worth County, GA",2016,"9,008     ","8,474     ",534     ,0.846
CN1500100000000,15,001,"Hawaii County, HI",2016,"90,445     ","87,013     ","3,432     ",0.181
CN1500300000000,15,003,"Honolulu County/city, HI",2016,"473,947     ","460,590     ","13,357     ",0.92
CN1500700000000,15,007,"Kauai County, HI",2016,"35,531     ","34,350     ","1,181     ",0.8
CN1500900000000,15,009,"Maui County, HI",2016,"85,457     ","82,738     ","2,719     ",0.614
CN1600100000000,16,001,"Ada County, ID",2016,"225,083     ","217,596     ","7,487     ",0.36
CN1600300000000,16,003,"Adams County, ID",2016,"1,744     ","1,620     ",124     ,0.083
CN1600500000000,16,005,"Bannock County, ID",2016,"42,300     ","40,817     ","1,483     ",0.005
CN1600700000000,16,007,"Bear Lake County, ID",2016,"2,827     ","2,697     ",130     ,0.642
CN1600900000000,16,009,"Benewah County, ID",2016,"4,036     ","3,785     ",251     ,0.782
CN1601100000000,16,011,"Bingham County, ID",2016,"22,748     ","21,932     ",816     ,0.512
CN1601300000000,16,013,"Blaine County, ID",2016,"11,797     ","11,419     ",378     ,0.456
CN1601500000000,16,015,"Boise County, ID",2016,"3,139     ","2,966     ",173     ,0.581
CN1601700000000,16,017,"Bonner County, ID",2016,"18,820     ","17,791     ","1,029     ",0.762
CN1601900000000,16,019,"Bonneville County, ID",2016,"52,175     ","50,500     ","1,675     ",0.871
CN1602100000000,16,021,"Boundary County, ID",2016,"5,080     ","4,810     ",270     ,0.609
CN1602300000000,16,023,"Butte County, ID",2016,"1,306     ","1,252     ",54     ,0.422
CN1602500000000,16,025,"Camas County, ID",2016,657     ,632     ,25     ,0.58
CN1602700000000,16,027,"Canyon County, ID",2016,"93,761     ","89,654     ","4,107     ",0.178
CN1602900000000,16,029,"Caribou County, ID",2016,"3,753     ","3,615     ",138     ,0.477
CN1603100000000,16,031,"Cassia County, ID",2016,"11,601     ","11,249     ",352     ,0.581
CN1603300000000,16,033,"Clark County, ID",2016,399     ,385     ,14     ,0.645
CN1603500000000,16,035,"Clearwater County, ID",2016,"3,063     ","2,834     ",229     ,0.809
CN1603700000000,16,037,"Custer County, ID",2016,"2,139     ","2,027     ",112     ,0.788
CN1603900000000,16,039,"Elmore County, ID",2016,"10,878     ","10,416     ",462     ,0.901
CN1604100000000,16,041,"Franklin County, ID",2016,"6,569     ","6,365     ",204     ,0.256
CN1604300000000,16,043,"Fremont County, ID",2016,"7,392     ","7,142     ",250     ,0.98
CN1604500000000,16,045,"Gem County, ID",2016,"7,741     ","7,376     ",365     ,0.601
CN1604700000000,16,047,"Gooding County, ID",2016,"8,003     ","7,751     ",252     ,0.319
CN1604900000000,16,049,"Idaho County, ID",2016,"6,425     ","6,057     ",368     ,0.436
CN1605100000000,16,051,"Jefferson County, ID",2016,"12,718     ","12,319     ",399     ,0.595
CN1605300000000,16,053,"Jerome County, ID",2016,"11,581     ","11,220     ",361     ,0.98
CN1605500000000,16,055,"Kootenai County, ID",2016,"73,499     ","69,998     ","3,501     ",0.128
CN1605700000000,16,057,"Latah County, ID",2016,"19,801     ","19,151     ",650     ,0.455
CN1605900000000,16,059,"Lemhi County, ID",2016,"3,396     ","3,182     ",214     ,0.836
CN1606100000000,16,061,"Lewis County, ID",2016,"1,615     ","1,510     ",105     ,0.772
CN1606300000000,16,063,"Lincoln County, ID",2016,"2,654     ","2,535     ",119     ,0.882
CN1606500000000,16,065,"Madison County, ID",2016,"20,449     ","19,944     ",505     ,0.707
CN1606700000000,16,067,"Minidoka County, ID",2016,"10,821     ","10,468     ",353     ,0.066
CN1606900000000,16,069,"Nez Perce County, ID",2016,"20,884     ","20,184     ",700     ,0.903
CN1607100000000,16,071,"Oneida County, ID",2016,"2,169     ","2,088     ",81     ,0.159
CN1607300000000,16,073,"Owyhee County, ID",2016,"5,395     ","5,151     ",244     ,0.604
CN1607500000000,16,075,"Payette County, ID",2016,"11,239     ","10,707     ",532     ,0.015
CN1607700000000,16,077,"Power County, ID",2016,"3,905     ","3,741     ",164     ,0.917
CN1607900000000,16,079,"Shoshone County, ID",2016,"5,080     ","4,708     ",372     ,0.42
CN1608100000000,16,081,"Teton County, ID",2016,"5,996     ","5,803     ",193     ,0.084
CN1608300000000,16,083,"Twin Falls County, ID",2016,"40,466     ","39,098     ","1,368     ",0.35
CN1608500000000,16,085,"Valley County, ID",2016,"4,914     ","4,641     ",273     ,0.348
CN1608700000000,16,087,"Washington County, ID",2016,"4,557     ","4,299     ",258     ,0.701
CN1700100000000,17,001,"Adams County, IL",2016,"32,390     ","30,832     ","1,558     ",0.826
CN1700300000000,17,003,"Alexander County, IL",2016,"2,303     ","2,090     ",213     ,0.566
CN1700500000000,17,005,"Bond County, IL",2016,"7,901     ","7,495     ",406     ,0.905
CN1700700000000,17,007,"Boone County, IL",2016,"26,317     ","24,646     ","1,671     ",0.443
CN1700900000000,17,009,"Brown County, IL",2016,"2,865     ","2,768     ",97     ,0.233
CN1701100000000,17,011,"Bureau County, IL",2016,"17,353     ","16,303     ","1,050     ",0.278
CN1701300000000,17,013,"Calhoun County, IL",2016,"2,367     ","2,219     ",148     ,0.068
CN1701500000000,17,015,"Carroll County, IL",2016,"7,850     ","7,406     ",444     ,0.438
CN1701700000000,17,017,"Cass County, IL",2016,"6,228     ","5,878     ",350     ,0.795
CN1701900000000,17,019,"Champaign County, IL",2016,"105,140     ","99,773     ","5,367     ",0.697
CN1702100000000,17,021,"Christian County, IL",2016,"15,349     ","14,377     ",972     ,0.408
CN1702300000000,17,023,"Clark County, IL",2016,"8,104     ","7,628     ",476     ,0.287
CN1702500000000,17,025,"Clay County, IL",2016,"6,697     ","6,239     ",458     ,0.562
CN1702700000000,17,027,"Clinton County, IL",2016,"20,394     ","19,481     ",913     ,0.364
CN1702900000000,17,029,"Coles County, IL",2016,"24,390     ","22,948     ","1,442     ",0.809
CN1703100000000,17,031,"Cook County, IL",2016,"2,666,307     ","2,502,317     ","163,990     ",0.903
CN1703300000000,17,033,"Crawford County, IL",2016,"9,014     ","8,451     ",563     ,0.05
CN1703500000000,17,035,"Cumberland County, IL",2016,"5,940     ","5,629     ",311     ,0.86
CN1703700000000,17,037,"DeKalb County, IL",2016,"54,759     ","51,828     ","2,931     ",0.096
CN1703900000000,17,039,"De Witt County, IL",2016,"7,846     ","7,395     ",451     ,0.7
CN1704100000000,17,041,"Douglas County, IL",2016,"10,244     ","9,760     ",484     ,0.659
CN1704300000000,17,043,"DuPage County, IL",2016,"516,049     ","491,327     ","24,722     ",0.588
CN1704500000000,17,045,"Edgar County, IL",2016,"9,668     ","9,088     ",580     ,0.96
CN1704700000000,17,047,"Edwards County, IL",2016,"2,967     ","2,794     ",173     ,0.791
CN1704900000000,17,049,"Effingham County, IL",2016,"18,647     ","17,763     ",884     ,0.096
CN1705100000000,17,051,"Fayette County, IL",2016,"9,636     ","8,991     ",645     ,0.251
CN1705300000000,17,053,"Ford County, IL",2016,"6,584     ","6,224     ",360     ,0.339
CN1705500000000,17,055,"Franklin County, IL",2016,"16,568     ","15,218     ","1,350     ",0.84
CN1705700000000,17,057,"Fulton County, IL",2016,"15,774     ","14,604     ","1,170     ",0.376
CN1705900000000,17,059,"Gallatin County, IL",2016,"2,512     ","2,320     ",192     ,0.883
